"age","-","state","-","kind","-",deaths,population,-
"85+ years","85+","Minnesota","27","Non-Injury: Other diseases of respiratory system","GR113-089",242,122610,197.4
"85+ years","85+","Minnesota","27","Non-Injury: Other diseases of the circulatory system","GR113 073-074",166,122610,135.4
"85+ years","85+","Minnesota","27","Non-Injury: Other disorders of circulatory system","GR113-075",28,122610,22.8
"85+ years","85+","Minnesota","27","Non-Injury: Parkinsons disease","GR113-051",324,122610,264.3
"85+ years","85+","Minnesota","27","Non-Injury: Peptic ulcer","GR113-090",17,122610,Unreliable
"85+ years","85+","Minnesota","27","Non-Injury: Pneumoconioses and chemical effects","GR113-087",12,122610,Unreliable
"85+ years","85+","Minnesota","27","Non-Injury: Pneumonitis due to solids and liquids","GR113-088",101,122610,82.4
"85+ years","85+","Minnesota","27","Non-Injury: Septicemia","GR113-010",143,122610,116.6
"85+ years","85+","Minnesota","27","Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","GR113-110",504,122610,411.1
"85+ years","85+","Minnesota","27","Other specified, not elsewhere classified Injury","GRINJ-019",14,122610,Unreliable
"85+ years","85+","Minnesota","27","Suffocation","GRINJ-017",34,122610,27.7
"85+ years","85+","Minnesota","27","Unspecified Injury","GRINJ-020",36,122610,29.4
"85+ years","85+","Mississippi","28","Fall","GRINJ-003",121,52298,231.4
"85+ years","85+","Mississippi","28","Motor Vehicle Traffic","GRINJ-008",17,52298,Unreliable
"85+ years","85+","Mississippi","28","Non-Injury: All other diseases (Residual)","GR113-111",941,52298,1799.3
"85+ years","85+","Mississippi","28","Non-Injury: Alzheimers disease","GR113-052",952,52298,1820.3
"85+ years","85+","Mississippi","28","Non-Injury: Anemias","GR113-045",11,52298,Unreliable
"85+ years","85+","Mississippi","28","Non-Injury: Cerebrovascular diseases, including stroke","GR113-070",500,52298,956.1
"85+ years","85+","Mississippi","28","Non-Injury: Cholelithiasis and other disorders of gallbladder","GR113-096",13,52298,Unreliable
"85+ years","85+","Mississippi","28","Non-Injury: Chronic liver disease and cirrhosis","GR113 093",13,52298,Unreliable
"85+ years","85+","Mississippi","28","Non-Injury: Chronic lower respiratory diseases","GR113 082",441,52298,843.2
"85+ years","85+","Mississippi","28","Non-Injury: Diabetes mellitus","GR113-046",186,52298,355.7
"85+ years","85+","Mississippi","28","Non-Injury: Diseases of Heart","GR113 055-068",2245,52298,4292.7
"85+ years","85+","Mississippi","28","Non-Injury: Essential (primary) hypertension and hypertensive renal disease","GR113-069",132,52298,252.4
"85+ years","85+","Mississippi","28","Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior","GR113-044",34,52298,65.0
"85+ years","85+","Mississippi","28","Non-Injury: Influenza & Pneumonia","GR113 077-078",247,52298,472.3
"85+ years","85+","Mississippi","28","Non-Injury: Intestinal infections","GR113 001-003",19,52298,Unreliable
"85+ years","85+","Mississippi","28","Non-Injury: Malignant neoplasms (Cancers)","GR113 020-043",881,52298,1684.6
"85+ years","85+","Mississippi","28","Non-Injury: Nephritis, nephrotic syndrome and nephrosis","GR113 097",217,52298,414.9
"85+ years","85+","Mississippi","28","Non-Injury: Nutritional Deficiencies","GR113 048-049",33,52298,63.1
"85+ years","85+","Mississippi","28","Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae","GR113-018",14,52298,Unreliable
"85+ years","85+","Mississippi","28","Non-Injury: Other diseases of respiratory system","GR113-089",113,52298,216.1
"85+ years","85+","Mississippi","28","Non-Injury: Other diseases of the circulatory system","GR113 073-074",43,52298,82.2
"85+ years","85+","Mississippi","28","Non-Injury: Parkinsons disease","GR113-051",110,52298,210.3
"85+ years","85+","Mississippi","28","Non-Injury: Pneumonitis due to solids and liquids","GR113-088",72,52298,137.7
"85+ years","85+","Mississippi","28","Non-Injury: Septicemia","GR113-010",59,52298,112.8
"85+ years","85+","Mississippi","28","Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","GR113-110",50,52298,95.6
"85+ years","85+","Mississippi","28","Suffocation","GRINJ-017",17,52298,Unreliable
"85+ years","85+","Missouri","29","Fall","GRINJ-003",342,133531,256.1
"85+ years","85+","Missouri","29","Fire/Flame","GRINJ-004",12,133531,Unreliable
"85+ years","85+","Missouri","29","Firearm","GRINJ-006",24,133531,18.0
"85+ years","85+","Missouri","29","Motor Vehicle Traffic","GRINJ-008",24,133531,18.0
"85+ years","85+","Missouri","29","Non-Injury: All other diseases (Residual)","GR113-111",2815,133531,2108.1
"85+ years","85+","Missouri","29","Non-Injury: Alzheimers disease","GR113-052",1774,133531,1328.5
"85+ years","85+","Missouri","29","Non-Injury: Anemias","GR113-045",45,133531,33.7
"85+ years","85+","Missouri","29","Non-Injury: Atherosclerosis","GR113-071",25,133531,18.7
"85+ years","85+","Missouri","29","Non-Injury: Cerebrovascular diseases, including stroke","GR113-070",1251,133531,936.9
"85+ years","85+","Missouri","29","Non-Injury: Cholelithiasis and other disorders of gallbladder","GR113-096",28,133531,21.0
"85+ years","85+","Missouri","29","Non-Injury: Chronic liver disease and cirrhosis","GR113 093",33,133531,24.7
"85+ years","85+","Missouri","29","Non-Injury: Chronic lower respiratory diseases","GR113 082",912,133531,683.0
"85+ years","85+","Missouri","29","Non-Injury: Diabetes mellitus","GR113-046",316,133531,236.6
"85+ years","85+","Missouri","29","Non-Injury: Diseases of Heart","GR113 055-068",5237,133531,3921.9
"85+ years","85+","Missouri","29","Non-Injury: Essential (primary) hypertension and hypertensive renal disease","GR113-069",197,133531,147.5
"85+ years","85+","Missouri","29","Non-Injury: Hernia","GR113-092",17,133531,Unreliable
"85+ years","85+","Missouri","29","Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior","GR113-044",110,133531,82.4
"85+ years","85+","Missouri","29","Non-Injury: Influenza & Pneumonia","GR113 077-078",409,133531,306.3
"85+ years","85+","Missouri","29","Non-Injury: Intestinal infections","GR113 001-003",60,133531,44.9
"85+ years","85+","Missouri","29","Non-Injury: Malignant neoplasms (Cancers)","GR113 020-043",2061,133531,1543.5
"85+ years","85+","Missouri","29","Non-Injury: Nephritis, nephrotic syndrome and nephrosis","GR113 097",520,133531,389.4
"85+ years","85+","Missouri","29","Non-Injury: Nutritional Deficiencies","GR113 048-049",136,133531,101.8
"85+ years","85+","Missouri","29","Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae","GR113-018",38,133531,28.5
"85+ years","85+","Missouri","29","Non-Injury: Other diseases of respiratory system","GR113-089",362,133531,271.1
"85+ years","85+","Missouri","29","Non-Injury: Other diseases of the circulatory system","GR113 073-074",131,133531,98.1
"85+ years","85+","Missouri","29","Non-Injury: Other disorders of circulatory system","GR113-075",17,133531,Unreliable
"85+ years","85+","Missouri","29","Non-Injury: Parkinsons disease","GR113-051",281,133531,210.4
"85+ years","85+","Missouri","29","Non-Injury: Peptic ulcer","GR113-090",16,133531,Unreliable
"85+ years","85+","Missouri","29","Non-Injury: Pneumonitis due to solids and liquids","GR113-088",262,133531,196.2
"85+ years","85+","Missouri","29","Non-Injury: Septicemia","GR113-010",194,133531,145.3
"85+ years","85+","Missouri","29","Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","GR113-110",176,133531,131.8
"85+ years","85+","Missouri","29","Suffocation","GRINJ-017",40,133531,30.0
"85+ years","85+","Missouri","29","Unspecified Injury","GRINJ-020",98,133531,73.4
"85+ years","85+","Montana","30","Fall","GRINJ-003",97,22855,424.4
"85+ years","85+","Montana","30","Firearm","GRINJ-006",10,22855,Unreliable
"85+ years","85+","Montana","30","Non-Injury: All other diseases (Residual)","GR113-111",674,22855,2949.0
"85+ years","85+","Montana","30","Non-Injury: Alzheimers disease","GR113-052",217,22855,949.5
"85+ years","85+","Montana","30","Non-Injury: Cerebrovascular diseases, including stroke","GR113-070",167,22855,730.7
"85+ years","85+","Montana","30","Non-Injury: Cholelithiasis and other disorders of gallbladder","GR113-096",13,22855,Unreliable
"85+ years","85+","Montana","30","Non-Injury: Chronic lower respiratory diseases","GR113 082",214,22855,936.3
"85+ years","85+","Montana","30","Non-Injury: Diabetes mellitus","GR113-046",57,22855,249.4
"85+ years","85+","Montana","30","Non-Injury: Diseases of Heart","GR113 055-068",891,22855,3898.5
"85+ years","85+","Montana","30","Non-Injury: Essential (primary) hypertension and hypertensive renal disease","GR113-069",51,22855,223.1
"85+ years","85+","Montana","30","Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior","GR113-044",26,22855,113.8
"85+ years","85+","Montana","30","Non-Injury: Influenza & Pneumonia","GR113 077-078",62,22855,271.3
"85+ years","85+","Montana","30","Non-Injury: Malignant neoplasms (Cancers)","GR113 020-043",374,22855,1636.4
"85+ years","85+","Montana","30","Non-Injury: Nephritis, nephrotic syndrome and nephrosis","GR113 097",53,22855,231.9
"85+ years","85+","Montana","30","Non-Injury: Nutritional Deficiencies","GR113 048-049",56,22855,245.0
"85+ years","85+","Montana","30","Non-Injury: Other diseases of respiratory system","GR113-089",55,22855,240.6
"85+ years","85+","Montana","30","Non-Injury: Other diseases of the circulatory system","GR113 073-074",30,22855,131.3
"85+ years","85+","Montana","30","Non-Injury: Parkinsons disease","GR113-051",44,22855,192.5
"85+ years","85+","Montana","30","Non-Injury: Pneumonitis due to solids and liquids","GR113-088",25,22855,109.4
"85+ years","85+","Montana","30","Non-Injury: Septicemia","GR113-010",25,22855,109.4
"85+ years","85+","Montana","30","Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","GR113-110",33,22855,144.4
"85+ years","85+","Montana","30","Unspecified Injury","GRINJ-020",10,22855,Unreliable
"< 1 year","1","District of Columbia","11","Non-Injury: Certain conditions originating in the perinatal period","GR113-108",22,9552,230.3
"< 1 year","1","District of Columbia","11","Suffocation","GRINJ-017",10,9552,Unreliable
"< 1 year","1","Florida","12","Non-Injury: All other diseases (Residual)","GR113-111",43,221463,19.4
"< 1 year","1","Florida","12","Non-Injury: Certain conditions originating in the perinatal period","GR113-108",706,221463,318.8
"< 1 year","1","Florida","12","Non-Injury: Congenital malformations, deformations and chromosomal abnormalities","GR113-109",251,221463,113.3
"< 1 year","1","Florida","12","Non-Injury: Diseases of Heart","GR113 055-068",22,221463,9.9
"< 1 year","1","Florida","12","Non-Injury: Influenza & Pneumonia","GR113 077-078",12,221463,Unreliable
"< 1 year","1","Florida","12","Non-Injury: Intestinal infections","GR113 001-003",16,221463,Unreliable
"< 1 year","1","Florida","12","Non-Injury: Other diseases of respiratory system","GR113-089",10,221463,Unreliable
"< 1 year","1","Florida","12","Non-Injury: Septicemia","GR113-010",11,221463,Unreliable
"< 1 year","1","Florida","12","Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","GR113-110",118,221463,53.3
"< 1 year","1","Florida","12","Suffocation","GRINJ-017",78,221463,35.2
"< 1 year","1","Georgia","13","Non-Injury: All other diseases (Residual)","GR113-111",19,127141,Unreliable
"< 1 year","1","Georgia","13","Non-Injury: Certain conditions originating in the perinatal period","GR113-108",471,127141,370.5
"< 1 year","1","Georgia","13","Non-Injury: Congenital malformations, deformations and chromosomal abnormalities","GR113-109",152,127141,119.6
"< 1 year","1","Georgia","13","Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","GR113-110",133,127141,104.6
"< 1 year","1","Georgia","13","Suffocation","GRINJ-017",35,127141,27.5
"< 1 year","1","Hawaii","15","Non-Injury: Certain conditions originating in the perinatal period","GR113-108",45,16800,267.9
"< 1 year","1","Hawaii","15","Non-Injury: Congenital malformations, deformations and chromosomal abnormalities","GR113-109",17,16800,Unreliable
"< 1 year","1","Idaho","16","Non-Injury: Certain conditions originating in the perinatal period","GR113-108",41,22106,185.5
"< 1 year","1","Idaho","16","Non-Injury: Congenital malformations, deformations and chromosomal abnormalities","GR113-109",25,22106,113.1
"< 1 year","1","Idaho","16","Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","GR113-110",11,22106,Unreliable
"< 1 year","1","Illinois","17","Non-Injury: All other diseases (Residual)","GR113-111",18,143723,Unreliable
"< 1 year","1","Illinois","17","Non-Injury: Certain conditions originating in the perinatal period","GR113-108",425,143723,295.7
"< 1 year","1","Illinois","17","Non-Injury: Congenital malformations, deformations and chromosomal abnormalities","GR113-109",137,143723,95.3
"< 1 year","1","Illinois","17","Non-Injury: Diseases of Heart","GR113 055-068",14,143723,Unreliable
"< 1 year","1","Illinois","17","Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","GR113-110",75,143723,52.2
"< 1 year","1","Illinois","17","Suffocation","GRINJ-017",58,143723,40.4
"< 1 year","1","Indiana","18","Non-Injury: All other diseases (Residual)","GR113-111",16,80356,Unreliable
"< 1 year","1","Indiana","18","Non-Injury: Certain conditions originating in the perinatal period","GR113-108",207,80356,257.6
"< 1 year","1","Indiana","18","Non-Injury: Congenital malformations, deformations and chromosomal abnormalities","GR113-109",129,80356,160.5
"< 1 year","1","Indiana","18","Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","GR113-110",65,80356,80.9
"< 1 year","1","Indiana","18","Suffocation","GRINJ-017",45,80356,56.0
"< 1 year","1","Iowa","19","Non-Injury: Certain conditions originating in the perinatal period","GR113-108",78,37540,207.8
"< 1 year","1","Iowa","19","Non-Injury: Congenital malformations, deformations and chromosomal abnormalities","GR113-109",49,37540,130.5
"< 1 year","1","Iowa","19","Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","GR113-110",29,37540,77.3
"< 1 year","1","Iowa","19","Suffocation","GRINJ-017",12,37540,Unreliable
"< 1 year","1","Kansas","20","Non-Injury: Certain conditions originating in the perinatal period","GR113-108",90,35325,254.8
"< 1 year","1","Kansas","20","Non-Injury: Congenital malformations, deformations and chromosomal abnormalities","GR113-109",48,35325,135.9
"< 1 year","1","Kansas","20","Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","GR113-110",24,35325,67.9
"< 1 year","1","Kansas","20","Suffocation","GRINJ-017",14,35325,Unreliable
"< 1 year","1","Kentucky","21","Non-Injury: Certain conditions originating in the perinatal period","GR113-108",120,53154,225.8
"< 1 year","1","Kentucky","21","Non-Injury: Congenital malformations, deformations and chromosomal abnormalities","GR113-109",58,53154,109.1
"< 1 year","1","Kentucky","21","Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","GR113-110",35,53154,65.8
"< 1 year","1","Kentucky","21","Suffocation","GRINJ-017",15,53154,Unreliable
"< 1 year","1","Louisiana","22","Non-Injury: Certain conditions originating in the perinatal period","GR113-108",209,58010,360.3
"< 1 year","1","Louisiana","22","Non-Injury: Congenital malformations, deformations and chromosomal abnormalities","GR113-109",106,58010,182.7
"< 1 year","1","Louisiana","22","Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","GR113-110",31,58010,53.4
"< 1 year","1","Louisiana","22","Suffocation","GRINJ-017",66,58010,113.8
"< 1 year","1","Maine","23","Non-Injury: Certain conditions originating in the perinatal period","GR113-108",31,12035,257.6
"< 1 year","1","Maine","23","Non-Injury: Congenital malformations, deformations and chromosomal abnormalities","GR113-109",14,12035,Unreliable
"< 1 year","1","Maine","23","Suffocation","GRINJ-017",11,12035,Unreliable
"< 1 year","1","Maryland","24","Non-Injury: All other diseases (Residual)","GR113-111",19,69926,Unreliable
"< 1 year","1","Maryland","24","Non-Injury: Certain conditions originating in the perinatal period","GR113-108",225,69926,321.8
"< 1 year","1","Maryland","24","Non-Injury: Congenital malformations, deformations and chromosomal abnormalities","GR113-109",73,69926,104.4
"< 1 year","1","Maryland","24","Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","GR113-110",45,69926,64.4
"< 1 year","1","Massachusetts","25","Non-Injury: Certain conditions originating in the perinatal period","GR113-108",147,70791,207.7
"< 1 year","1","Massachusetts","25","Non-Injury: Congenital malformations, deformations and chromosomal abnormalities","GR113-109",56,70791,79.1
"< 1 year","1","Massachusetts","25","Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","GR113-110",29,70791,41.0
"< 1 year","1","Michigan","26","Non-Injury: All other diseases (Residual)","GR113-111",10,109018,Unreliable
"< 1 year","1","Michigan","26","Non-Injury: Certain conditions originating in the perinatal period","GR113-108",368,109018,337.6
"< 1 year","1","Michigan","26","Non-Injury: Congenital malformations, deformations and chromosomal abnormalities","GR113-109",115,109018,105.5
"< 1 year","1","Michigan","26","Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","GR113-110",60,109018,55.0
"< 1 year","1","Michigan","26","Suffocation","GRINJ-017",78,109018,71.5
"< 1 year","1","Minnesota","27","Non-Injury: All other diseases (Residual)","GR113-111",16,67629,Unreliable
"< 1 year","1","Minnesota","27","Non-Injury: Certain conditions originating in the perinatal period","GR113-108",138,67629,204.1
"< 1 year","1","Minnesota","27","Non-Injury: Congenital malformations, deformations and chromosomal abnormalities","GR113-109",79,67629,116.8
"< 1 year","1","Minnesota","27","Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","GR113-110",18,67629,Unreliable
"< 1 year","1","Minnesota","27","Suffocation","GRINJ-017",24,67629,35.5
"< 1 year","1","Mississippi","28","Non-Injury: Certain conditions originating in the perinatal period","GR113-108",138,35518,388.5
"< 1 year","1","Mississippi","28","Non-Injury: Congenital malformations, deformations and chromosomal abnormalities","GR113-109",72,35518,202.7
"< 1 year","1","Mississippi","28","Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","GR113-110",60,35518,168.9
"< 1 year","1","Mississippi","28","Suffocation","GRINJ-017",13,35518,Unreliable
"< 1 year","1","Missouri","29","Non-Injury: All other diseases (Residual)","GR113-111",19,71012,Unreliable
"< 1 year","1","Missouri","29","Non-Injury: Certain conditions originating in the perinatal period","GR113-108",193,71012,271.8
"< 1 year","1","Missouri","29","Non-Injury: Congenital malformations, deformations and chromosomal abnormalities","GR113-109",77,71012,108.4
"< 1 year","1","Missouri","29","Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","GR113-110",30,71012,42.2
"< 1 year","1","Missouri","29","Suffocation","GRINJ-017",57,71012,80.3
"< 1 year","1","Montana","30","Non-Injury: Certain conditions originating in the perinatal period","GR113-108",21,11659,180.1
"< 1 year","1","Montana","30","Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","GR113-110",13,11659,Unreliable
"1-4 years","1-4","New Jersey","34","Non-Injury: All other diseases (Residual)","GR113-111",11,415231,Unreliable
"1-4 years","1-4","New York","36","Drowning","GRINJ-002",18,903071,Unreliable
"1-4 years","1-4","New York","36","Non-Injury: All other diseases (Residual)","GR113-111",11,903071,Unreliable
"1-4 years","1-4","New York","36","Non-Injury: Congenital malformations, deformations and chromosomal abnormalities","GR113-109",19,903071,Unreliable
"1-4 years","1-4","New York","36","Non-Injury: Malignant neoplasms (Cancers)","GR113 020-043",17,903071,Unreliable
"1-4 years","1-4","New York","36","Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae","GR113-018",10,903071,Unreliable
"1-4 years","1-4","New York","36","Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","GR113-110",12,903071,Unreliable
"1-4 years","1-4","North Carolina","37","Motor Vehicle Traffic","GRINJ-008",13,490879,Unreliable
"1-4 years","1-4","North Carolina","37","Non-Injury: All other diseases (Residual)","GR113-111",20,490879,4.1
"1-4 years","1-4","North Carolina","37","Non-Injury: Congenital malformations, deformations and chromosomal abnormalities","GR113-109",13,490879,Unreliable
"1-4 years","1-4","North Carolina","37","Non-Injury: Malignant neoplasms (Cancers)","GR113 020-043",10,490879,Unreliable
"1-4 years","1-4","North Carolina","37","Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","GR113-110",14,490879,Unreliable
"1-4 years","1-4","Ohio","39","Drowning","GRINJ-002",16,557341,Unreliable
"1-4 years","1-4","Ohio","39","Non-Injury: All other diseases (Residual)","GR113-111",19,557341,Unreliable
"1-4 years","1-4","Ohio","39","Non-Injury: Congenital malformations, deformations and chromosomal abnormalities","GR113-109",14,557341,Unreliable
"1-4 years","1-4","Pennsylvania","42","Drowning","GRINJ-002",13,563212,Unreliable
"1-4 years","1-4","Pennsylvania","42","Non-Injury: All other diseases (Residual)","GR113-111",13,563212,Unreliable
"1-4 years","1-4","Pennsylvania","42","Non-Injury: Congenital malformations, deformations and chromosomal abnormalities","GR113-109",13,563212,Unreliable
"1-4 years","1-4","Pennsylvania","42","Non-Injury: Malignant neoplasms (Cancers)","GR113 020-043",16,563212,Unreliable
"1-4 years","1-4","Tennessee","47","Motor Vehicle Traffic","GRINJ-008",11,328830,Unreliable
"1-4 years","1-4","Texas","48","Drowning","GRINJ-002",50,1613085,3.1
"1-4 years","1-4","Texas","48","Motor Vehicle Traffic","GRINJ-008",44,1613085,2.7
"1-4 years","1-4","Texas","48","Non-Injury: All other diseases (Residual)","GR113-111",31,1613085,1.9
"1-4 years","1-4","Texas","48","Non-Injury: Congenital malformations, deformations and chromosomal abnormalities","GR113-109",51,1613085,3.2
"1-4 years","1-4","Texas","48","Non-Injury: Diseases of Heart","GR113 055-068",14,1613085,Unreliable
"1-4 years","1-4","Texas","48","Non-Injury: Influenza & Pneumonia","GR113 077-078",15,1613085,Unreliable
"1-4 years","1-4","Texas","48","Non-Injury: Malignant neoplasms (Cancers)","GR113 020-043",30,1613085,1.9
"1-4 years","1-4","Texas","48","Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae","GR113-018",22,1613085,1.4
"1-4 years","1-4","Texas","48","Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","GR113-110",20,1613085,1.2
"1-4 years","1-4","Texas","48","Other Pedestrian","GRINJ-010",20,1613085,1.2
"1-4 years","1-4","Texas","48","Suffocation","GRINJ-017",14,1613085,Unreliable
"1-4 years","1-4","Texas","48","Unspecified Injury","GRINJ-020",22,1613085,1.4
"1-4 years","1-4","Virginia","51","Drowning","GRINJ-002",10,407613,Unreliable
"1-4 years","1-4","Virginia","51","Non-Injury: All other diseases (Residual)","GR113-111",12,407613,Unreliable
"1-4 years","1-4","Washington","53","Non-Injury: All other diseases (Residual)","GR113-111",14,368381,Unreliable
"1-4 years","1-4","Wisconsin","55","Non-Injury: All other diseases (Residual)","GR113-111",11,267130,Unreliable
"15-24 years","15-24","Nebraska","31","Firearm","GRINJ-006",35,268196,13.1
"15-24 years","15-24","Nebraska","31","Motor Vehicle Traffic","GRINJ-008",46,268196,17.2
"15-24 years","15-24","Nebraska","31","Poisoning","GRINJ-015",18,268196,Unreliable
"15-24 years","15-24","Nebraska","31","Suffocation","GRINJ-017",16,268196,Unreliable
"15-24 years","15-24","Nevada","32","Firearm","GRINJ-006",69,365218,18.9
"15-24 years","15-24","Nevada","32","Motor Vehicle Traffic","GRINJ-008",38,365218,10.4
"15-24 years","15-24","Nevada","32","Non-Injury: Malignant neoplasms (Cancers)","GR113 020-043",16,365218,Unreliable
"15-24 years","15-24","Nevada","32","Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","GR113-110",11,365218,Unreliable
"15-24 years","15-24","Nevada","32","Poisoning","GRINJ-015",46,365218,12.6
"15-24 years","15-24","Nevada","32","Suffocation","GRINJ-017",24,365218,6.6
"15-24 years","15-24","New Hampshire","33","Firearm","GRINJ-006",19,171874,Unreliable
"15-24 years","15-24","New Hampshire","33","Motor Vehicle Traffic","GRINJ-008",17,171874,Unreliable
"15-24 years","15-24","New Hampshire","33","Poisoning","GRINJ-015",31,171874,18.0
"15-24 years","15-24","New Hampshire","33","Suffocation","GRINJ-017",12,171874,Unreliable
"15-24 years","15-24","New Jersey","34","Fall","GRINJ-003",16,1093555,Unreliable
"15-24 years","15-24","New Jersey","34","Firearm","GRINJ-006",77,1093555,7.0
"15-24 years","15-24","New Jersey","34","Motor Vehicle Traffic","GRINJ-008",89,1093555,8.1
"15-24 years","15-24","New Jersey","34","Non-Injury: All other diseases (Residual)","GR113-111",26,1093555,2.4
"15-24 years","15-24","New Jersey","34","Non-Injury: Diseases of Heart","GR113 055-068",13,1093555,Unreliable
"15-24 years","15-24","New Jersey","34","Non-Injury: Malignant neoplasms (Cancers)","GR113 020-043",38,1093555,3.5
"15-24 years","15-24","New Jersey","34","Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","GR113-110",11,1093555,Unreliable
"15-24 years","15-24","New Jersey","34","Poisoning","GRINJ-015",150,1093555,13.7
"15-24 years","15-24","New Jersey","34","Suffocation","GRINJ-017",44,1093555,4.0
"15-24 years","15-24","New Mexico","35","Firearm","GRINJ-006",90,278459,32.3
"15-24 years","15-24","New Mexico","35","Motor Vehicle Traffic","GRINJ-008",63,278459,22.6
"15-24 years","15-24","New Mexico","35","Non-Injury: All other diseases (Residual)","GR113-111",19,278459,Unreliable
"15-24 years","15-24","New Mexico","35","Poisoning","GRINJ-015",46,278459,16.5
"15-24 years","15-24","New Mexico","35","Suffocation","GRINJ-017",34,278459,12.2
"15-24 years","15-24","New York","36","Cut/Pierce","GRINJ-001",28,2445246,1.1
"15-24 years","15-24","New York","36","Drowning","GRINJ-002",23,2445246,0.9
"15-24 years","15-24","New York","36","Fall","GRINJ-003",32,2445246,1.3
"15-24 years","15-24","New York","36","Firearm","GRINJ-006",134,2445246,5.5
"15-24 years","15-24","New York","36","Motor Vehicle Traffic","GRINJ-008",146,2445246,6.0
"15-24 years","15-24","New York","36","Non-Injury: All other diseases (Residual)","GR113-111",91,2445246,3.7
"15-24 years","15-24","New York","36","Non-Injury: Cerebrovascular diseases, including stroke","GR113-070",13,2445246,Unreliable
"15-24 years","15-24","New York","36","Non-Injury: Chronic lower respiratory diseases","GR113 082",12,2445246,Unreliable
"15-24 years","15-24","New York","36","Non-Injury: Congenital malformations, deformations and chromosomal abnormalities","GR113-109",23,2445246,0.9
"15-24 years","15-24","New York","36","Non-Injury: Diseases of Heart","GR113 055-068",33,2445246,1.3
"15-24 years","15-24","New York","36","Non-Injury: Malignant neoplasms (Cancers)","GR113 020-043",86,2445246,3.5
"15-24 years","15-24","New York","36","Non-Injury: Other complications of pregnancy, childbirth and the puerperium","GR113-107",10,2445246,Unreliable
"15-24 years","15-24","New York","36","Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","GR113-110",46,2445246,1.9
"15-24 years","15-24","New York","36","Other specified, classifiable Injury","GRINJ-018",17,2445246,Unreliable
"15-24 years","15-24","New York","36","Poisoning","GRINJ-015",231,2445246,9.4
"15-24 years","15-24","New York","36","Suffocation","GRINJ-017",126,2445246,5.2
"15-24 years","15-24","New York","36","Unspecified Injury","GRINJ-020",12,2445246,Unreliable
"15-24 years","15-24","North Carolina","37","Cut/Pierce","GRINJ-001",13,1387060,Unreliable
"15-24 years","15-24","North Carolina","37","Drowning","GRINJ-002",19,1387060,Unreliable
"15-24 years","15-24","North Carolina","37","Firearm","GRINJ-006",280,1387060,20.2
"15-24 years","15-24","North Carolina","37","Motor Vehicle Traffic","GRINJ-008",242,1387060,17.4
"15-24 years","15-24","North Carolina","37","Non-Injury: All other diseases (Residual)","GR113-111",60,1387060,4.3
"15-24 years","15-24","North Carolina","37","Non-Injury: Congenital malformations, deformations and chromosomal abnormalities","GR113-109",17,1387060,Unreliable
"15-24 years","15-24","North Carolina","37","Non-Injury: Diseases of Heart","GR113 055-068",28,1387060,2.0
"15-24 years","15-24","North Carolina","37","Non-Injury: Malignant neoplasms (Cancers)","GR113 020-043",44,1387060,3.2
