"state","-","age","-","kind","-",deaths,population,-
"Maryland","24","35-44 years","35-44","Non-Injury, no intent classified","9",824,782213,105.3
"Maryland","24","45-54 years","45-54","Unintentional","1",276,795467,34.7
"Maryland","24","45-54 years","45-54","Suicide","2",111,795467,14.0
"Maryland","24","45-54 years","45-54","Homicide","3",59,795467,7.4
"Maryland","24","45-54 years","45-54","Undetermined ","4",394,795467,49.5
"Maryland","24","45-54 years","45-54","Non-Injury, no intent classified","9",2232,795467,280.6
"Maryland","24","55-64 years","55-64","Unintentional","1",346,818519,42.3
"Maryland","24","55-64 years","55-64","Suicide","2",126,818519,15.4
"Maryland","24","55-64 years","55-64","Homicide","3",29,818519,3.5
"Maryland","24","55-64 years","55-64","Undetermined ","4",393,818519,48.0
"Maryland","24","55-64 years","55-64","Non-Injury, no intent classified","9",6026,818519,736.2
"Maryland","24","65-74 years","65-74","Unintentional","1",268,561582,47.7
"Maryland","24","65-74 years","65-74","Suicide","2",68,561582,12.1
"Maryland","24","65-74 years","65-74","Undetermined ","4",82,561582,14.6
"Maryland","24","65-74 years","65-74","Non-Injury, no intent classified","9",9257,561582,1648.4
"Maryland","24","75-84 years","75-84","Unintentional","1",320,278421,114.9
"Maryland","24","75-84 years","75-84","Suicide","2",35,278421,12.6
"Maryland","24","75-84 years","75-84","Non-Injury, no intent classified","9",11273,278421,4048.9
"Maryland","24","85+ years","85+","Unintentional","1",470,119393,393.7
"Maryland","24","85+ years","85+","Suicide","2",23,119393,19.3
"Maryland","24","85+ years","85+","Non-Injury, no intent classified","9",14784,119393,12382.6
"Massachusetts","25","< 1 year","1","Non-Injury, no intent classified","9",251,70791,354.6
"Massachusetts","25","1-4 years","1-4","Non-Injury, no intent classified","9",31,286571,10.8
"Massachusetts","25","5-14 years","5-14","Unintentional","1",16,751035,Unreliable
"Massachusetts","25","5-14 years","5-14","Non-Injury, no intent classified","9",42,751035,5.6
"Massachusetts","25","15-24 years","15-24","Unintentional","1",185,935124,19.8
"Massachusetts","25","15-24 years","15-24","Suicide","2",66,935124,7.1
"Massachusetts","25","15-24 years","15-24","Homicide","3",43,935124,4.6
"Massachusetts","25","15-24 years","15-24","Non-Injury, no intent classified","9",88,935124,9.4
"Massachusetts","25","25-34 years","25-34","Unintentional","1",685,994454,68.9
"Massachusetts","25","25-34 years","25-34","Suicide","2",103,994454,10.4
"Massachusetts","25","25-34 years","25-34","Homicide","3",49,994454,4.9
"Massachusetts","25","25-34 years","25-34","Undetermined ","4",13,994454,Unreliable
"Massachusetts","25","25-34 years","25-34","Non-Injury, no intent classified","9",316,994454,31.8
"Massachusetts","25","35-44 years","35-44","Unintentional","1",609,848373,71.8
"Massachusetts","25","35-44 years","35-44","Suicide","2",98,848373,11.6
"Massachusetts","25","35-44 years","35-44","Homicide","3",27,848373,3.2
"Massachusetts","25","35-44 years","35-44","Undetermined ","4",12,848373,Unreliable
"Massachusetts","25","35-44 years","35-44","Non-Injury, no intent classified","9",724,848373,85.3
"Massachusetts","25","45-54 years","45-54","Unintentional","1",590,893633,66.0
"Massachusetts","25","45-54 years","45-54","Suicide","2",122,893633,13.7
"Massachusetts","25","45-54 years","45-54","Homicide","3",10,893633,Unreliable
"Massachusetts","25","45-54 years","45-54","Undetermined ","4",15,893633,Unreliable
"Massachusetts","25","45-54 years","45-54","Non-Injury, no intent classified","9",2138,893633,239.2
"Massachusetts","25","55-64 years","55-64","Unintentional","1",540,943190,57.3
"Massachusetts","25","55-64 years","55-64","Suicide","2",157,943190,16.6
"Massachusetts","25","55-64 years","55-64","Homicide","3",14,943190,Unreliable
"Massachusetts","25","55-64 years","55-64","Undetermined ","4",15,943190,Unreliable
"Massachusetts","25","55-64 years","55-64","Non-Injury, no intent classified","9",5810,943190,616.0
"Massachusetts","25","65-74 years","65-74","Unintentional","1",336,673305,49.9
"Massachusetts","25","65-74 years","65-74","Suicide","2",61,673305,9.1
"Massachusetts","25","65-74 years","65-74","Undetermined ","4",10,673305,Unreliable
"Massachusetts","25","65-74 years","65-74","Non-Injury, no intent classified","9",9548,673305,1418.1
"Massachusetts","25","75-84 years","75-84","Unintentional","1",379,336504,112.6
"Massachusetts","25","75-84 years","75-84","Suicide","2",27,336504,8.0
"Massachusetts","25","75-84 years","75-84","Non-Injury, no intent classified","9",13158,336504,3910.2
"Massachusetts","25","85+ years","85+","Unintentional","1",707,159523,443.2
"Massachusetts","25","85+ years","85+","Suicide","2",10,159523,Unreliable
"Massachusetts","25","85+ years","85+","Non-Injury, no intent classified","9",21579,159523,13527.2
"Michigan","26","< 1 year","1","Unintentional","1",77,109018,70.6
"Michigan","26","< 1 year","1","Homicide","3",11,109018,Unreliable
"Michigan","26","< 1 year","1","Non-Injury, no intent classified","9",596,109018,546.7
"Michigan","26","1-4 years","1-4","Unintentional","1",31,457424,6.8
"Michigan","26","1-4 years","1-4","Homicide","3",10,457424,Unreliable
"Michigan","26","1-4 years","1-4","Non-Injury, no intent classified","9",73,457424,16.0
"Michigan","26","5-14 years","5-14","Unintentional","1",46,1196689,3.8
"Michigan","26","5-14 years","5-14","Suicide","2",26,1196689,2.2
"Michigan","26","5-14 years","5-14","Homicide","3",11,1196689,Unreliable
"Michigan","26","5-14 years","5-14","Non-Injury, no intent classified","9",104,1196689,8.7
"Michigan","26","15-24 years","15-24","Unintentional","1",289,1326325,21.8
"Michigan","26","15-24 years","15-24","Suicide","2",176,1326325,13.3
"Michigan","26","15-24 years","15-24","Homicide","3",133,1326325,10.0
"Michigan","26","15-24 years","15-24","Undetermined ","4",30,1326325,2.3
"Michigan","26","15-24 years","15-24","Non-Injury, no intent classified","9",200,1326325,15.1
"Michigan","26","25-34 years","25-34","Unintentional","1",748,1311614,57.0
"Michigan","26","25-34 years","25-34","Suicide","2",252,1311614,19.2
"Michigan","26","25-34 years","25-34","Homicide","3",206,1311614,15.7
"Michigan","26","25-34 years","25-34","Undetermined ","4",85,1311614,6.5
"Michigan","26","25-34 years","25-34","Non-Injury, no intent classified","9",682,1311614,52.0
"Michigan","26","35-44 years","35-44","Unintentional","1",704,1166172,60.4
"Michigan","26","35-44 years","35-44","Suicide","2",217,1166172,18.6
"Michigan","26","35-44 years","35-44","Homicide","3",94,1166172,8.1
"Michigan","26","35-44 years","35-44","Undetermined ","4",73,1166172,6.3
"Michigan","26","35-44 years","35-44","Non-Injury, no intent classified","9",1416,1166172,121.4
"Michigan","26","45-54 years","45-54","Unintentional","1",678,1254679,54.0
"Michigan","26","45-54 years","45-54","Suicide","2",263,1254679,21.0
"Michigan","26","45-54 years","45-54","Homicide","3",67,1254679,5.3
"Michigan","26","45-54 years","45-54","Undetermined ","4",75,1254679,6.0
"Michigan","26","45-54 years","45-54","Non-Injury, no intent classified","9",4045,1254679,322.4
"Michigan","26","55-64 years","55-64","Unintentional","1",815,1399535,58.2
"Michigan","26","55-64 years","55-64","Suicide","2",266,1399535,19.0
"Michigan","26","55-64 years","55-64","Homicide","3",44,1399535,3.1
"Michigan","26","55-64 years","55-64","Undetermined ","4",69,1399535,4.9
"Michigan","26","55-64 years","55-64","Non-Injury, no intent classified","9",11831,1399535,845.4
"Michigan","26","65-74 years","65-74","Unintentional","1",564,1037580,54.4
"Michigan","26","65-74 years","65-74","Suicide","2",135,1037580,13.0
"Michigan","26","65-74 years","65-74","Homicide","3",27,1037580,2.6
"Michigan","26","65-74 years","65-74","Undetermined ","4",18,1037580,Unreliable
"Michigan","26","65-74 years","65-74","Non-Injury, no intent classified","9",18947,1037580,1826.1
"Michigan","26","75-84 years","75-84","Unintentional","1",634,514685,123.2
"Michigan","26","75-84 years","75-84","Suicide","2",101,514685,19.6
"Michigan","26","75-84 years","75-84","Non-Injury, no intent classified","9",22994,514685,4467.6
"Michigan","26","85+ years","85+","Unintentional","1",836,213136,392.2
"Michigan","26","85+ years","85+","Suicide","2",36,213136,16.9
"Michigan","26","85+ years","85+","Non-Injury, no intent classified","9",30310,213136,14221.0
"Minnesota","27","< 1 year","1","Unintentional","1",23,67629,34.0
"Minnesota","27","< 1 year","1","Non-Injury, no intent classified","9",274,67629,405.2
"Minnesota","27","1-4 years","1-4","Unintentional","1",15,283993,Unreliable
"Minnesota","27","1-4 years","1-4","Non-Injury, no intent classified","9",46,283993,16.2
"Minnesota","27","5-14 years","5-14","Unintentional","1",20,732593,2.7
"Minnesota","27","5-14 years","5-14","Suicide","2",12,732593,Unreliable
"Minnesota","27","5-14 years","5-14","Non-Injury, no intent classified","9",43,732593,5.9
"Minnesota","27","15-24 years","15-24","Unintentional","1",181,717060,25.2
"Minnesota","27","15-24 years","15-24","Suicide","2",112,717060,15.6
"Minnesota","27","15-24 years","15-24","Homicide","3",35,717060,4.9
"Minnesota","27","15-24 years","15-24","Non-Injury, no intent classified","9",104,717060,14.5
"Minnesota","27","25-34 years","25-34","Unintentional","1",264,762616,34.6
"Minnesota","27","25-34 years","25-34","Suicide","2",145,762616,19.0
"Minnesota","27","25-34 years","25-34","Homicide","3",49,762616,6.4
"Minnesota","27","25-34 years","25-34","Undetermined ","4",12,762616,Unreliable
"Minnesota","27","25-34 years","25-34","Non-Injury, no intent classified","9",268,762616,35.1
"Minnesota","27","35-44 years","35-44","Unintentional","1",253,725577,34.9
"Minnesota","27","35-44 years","35-44","Suicide","2",136,725577,18.7
"Minnesota","27","35-44 years","35-44","Homicide","3",24,725577,3.3
"Minnesota","27","35-44 years","35-44","Undetermined ","4",15,725577,Unreliable
"Minnesota","27","35-44 years","35-44","Non-Injury, no intent classified","9",617,725577,85.0
"Minnesota","27","45-54 years","45-54","Unintentional","1",259,673361,38.5
"Minnesota","27","45-54 years","45-54","Suicide","2",144,673361,21.4
"Minnesota","27","45-54 years","45-54","Homicide","3",12,673361,Unreliable
"Minnesota","27","45-54 years","45-54","Undetermined ","4",12,673361,Unreliable
"Minnesota","27","45-54 years","45-54","Non-Injury, no intent classified","9",1606,673361,238.5
"Minnesota","27","55-64 years","55-64","Unintentional","1",342,756421,45.2
"Minnesota","27","55-64 years","55-64","Suicide","2",158,756421,20.9
"Minnesota","27","55-64 years","55-64","Homicide","3",11,756421,Unreliable
"Minnesota","27","55-64 years","55-64","Undetermined ","4",11,756421,Unreliable
"Minnesota","27","55-64 years","55-64","Non-Injury, no intent classified","9",4574,756421,604.7
"Minnesota","27","65-74 years","65-74","Unintentional","1",273,531059,51.4
"Minnesota","27","65-74 years","65-74","Suicide","2",73,531059,13.7
"Minnesota","27","65-74 years","65-74","Non-Injury, no intent classified","9",7583,531059,1427.9
"Minnesota","27","75-84 years","75-84","Unintentional","1",429,266713,160.8
"Minnesota","27","75-84 years","75-84","Suicide","2",36,266713,13.5
"Minnesota","27","75-84 years","75-84","Non-Injury, no intent classified","9",10444,266713,3915.8
"Minnesota","27","85+ years","85+","Unintentional","1",800,122610,652.5
"Minnesota","27","85+ years","85+","Suicide","2",14,122610,Unreliable
"Minnesota","27","85+ years","85+","Non-Injury, no intent classified","9",16019,122610,13065.0
"Mississippi","28","< 1 year","1","Unintentional","1",18,35518,Unreliable
"Mississippi","28","< 1 year","1","Non-Injury, no intent classified","9",302,35518,850.3
"Mississippi","28","1-4 years","1-4","Unintentional","1",21,147960,14.2
"Mississippi","28","1-4 years","1-4","Non-Injury, no intent classified","9",32,147960,21.6
"Mississippi","28","5-14 years","5-14","Unintentional","1",35,395659,8.8
"Mississippi","28","5-14 years","5-14","Non-Injury, no intent classified","9",48,395659,12.1
"Mississippi","28","15-24 years","15-24","Unintentional","1",173,402867,42.9
"Mississippi","28","15-24 years","15-24","Suicide","2",54,402867,13.4
"Mississippi","28","15-24 years","15-24","Homicide","3",101,402867,25.1
"Mississippi","28","15-24 years","15-24","Non-Injury, no intent classified","9",101,402867,25.1
"Mississippi","28","25-34 years","25-34","Unintentional","1",223,393747,56.6
"Mississippi","28","25-34 years","25-34","Suicide","2",84,393747,21.3
"Mississippi","28","25-34 years","25-34","Homicide","3",146,393747,37.1
"Mississippi","28","25-34 years","25-34","Non-Injury, no intent classified","9",262,393747,66.5
"Mississippi","28","35-44 years","35-44","Unintentional","1",285,365754,77.9
"Mississippi","28","35-44 years","35-44","Suicide","2",78,365754,21.3
"Mississippi","28","35-44 years","35-44","Homicide","3",82,365754,22.4
"Mississippi","28","35-44 years","35-44","Non-Injury, no intent classified","9",736,365754,201.2
"Mississippi","28","45-54 years","45-54","Unintentional","1",219,362040,60.5
"Mississippi","28","45-54 years","45-54","Suicide","2",56,362040,15.5
"Mississippi","28","45-54 years","45-54","Homicide","3",46,362040,12.7
"Mississippi","28","45-54 years","45-54","Non-Injury, no intent classified","9",1860,362040,513.8
"Mississippi","28","55-64 years","55-64","Unintentional","1",285,385911,73.9
"Mississippi","28","55-64 years","55-64","Suicide","2",81,385911,21.0
"Mississippi","28","55-64 years","55-64","Homicide","3",26,385911,6.7
"Mississippi","28","55-64 years","55-64","Undetermined ","4",10,385911,Unreliable
"Mississippi","28","55-64 years","55-64","Non-Injury, no intent classified","9",4827,385911,1250.8
"Mississippi","28","65-74 years","65-74","Unintentional","1",223,288955,77.2
"Mississippi","28","65-74 years","65-74","Suicide","2",39,288955,13.5
"Mississippi","28","65-74 years","65-74","Homicide","3",14,288955,Unreliable
"Mississippi","28","65-74 years","65-74","Non-Injury, no intent classified","9",6889,288955,2384.1
"Mississippi","28","75-84 years","75-84","Unintentional","1",228,145440,156.8
"Mississippi","28","75-84 years","75-84","Suicide","2",30,145440,20.6
"Mississippi","28","75-84 years","75-84","Non-Injury, no intent classified","9",7715,145440,5304.6
"Mississippi","28","85+ years","85+","Unintentional","1",184,52298,351.8
"Mississippi","28","85+ years","85+","Non-Injury, no intent classified","9",7371,52298,14094.2
"Missouri","29","< 1 year","1","Unintentional","1",59,71012,83.1
"Missouri","29","< 1 year","1","Non-Injury, no intent classified","9",365,71012,514.0
"Missouri","29","1-4 years","1-4","Unintentional","1",33,297068,11.1
"Missouri","29","1-4 years","1-4","Non-Injury, no intent classified","9",40,297068,13.5
"Missouri","29","5-14 years","5-14","Unintentional","1",48,769540,6.2
"Missouri","29","5-14 years","5-14","Suicide","2",11,769540,Unreliable
"Missouri","29","5-14 years","5-14","Homicide","3",14,769540,Unreliable
"Missouri","29","5-14 years","5-14","Non-Injury, no intent classified","9",48,769540,6.2
"Missouri","29","15-24 years","15-24","Unintentional","1",307,794469,38.6
"Missouri","29","15-24 years","15-24","Suicide","2",163,794469,20.5
"Missouri","29","15-24 years","15-24","Homicide","3",172,794469,21.6
"Missouri","29","15-24 years","15-24","Non-Injury, no intent classified","9",123,794469,15.5
"Missouri","29","25-34 years","25-34","Unintentional","1",575,825887,69.6
"Missouri","29","25-34 years","25-34","Suicide","2",192,825887,23.2
"Missouri","29","25-34 years","25-34","Homicide","3",182,825887,22.0
"Missouri","29","25-34 years","25-34","Undetermined ","4",10,825887,Unreliable
"Missouri","29","25-34 years","25-34","Non-Injury, no intent classified","9",385,825887,46.6
"Missouri","29","35-44 years","35-44","Unintentional","1",584,753739,77.5
"Missouri","29","35-44 years","35-44","Suicide","2",191,753739,25.3
"Missouri","29","35-44 years","35-44","Homicide","3",105,753739,13.9
"Missouri","29","35-44 years","35-44","Undetermined ","4",19,753739,Unreliable
"Missouri","29","35-44 years","35-44","Non-Injury, no intent classified","9",996,753739,132.1
"Missouri","29","45-54 years","45-54","Unintentional","1",515,732944,70.3
"Missouri","29","45-54 years","45-54","Suicide","2",189,732944,25.8
"Missouri","29","45-54 years","45-54","Homicide","3",69,732944,9.4
"Missouri","29","45-54 years","45-54","Undetermined ","4",15,732944,Unreliable
"Missouri","29","45-54 years","45-54","Non-Injury, no intent classified","9",2673,732944,364.7
"Missouri","29","55-64 years","55-64","Unintentional","1",525,830732,63.2
"Missouri","29","55-64 years","55-64","Suicide","2",205,830732,24.7
"Missouri","29","55-64 years","55-64","Homicide","3",52,830732,6.3
"Missouri","29","55-64 years","55-64","Non-Injury, no intent classified","9",7841,830732,943.9
"Missouri","29","65-74 years","65-74","Unintentional","1",344,610165,56.4
"Missouri","29","65-74 years","65-74","Suicide","2",96,610165,15.7
"Missouri","29","65-74 years","65-74","Homicide","3",13,610165,Unreliable
"Missouri","29","65-74 years","65-74","Non-Injury, no intent classified","9",11961,610165,1960.3
"Missouri","29","75-84 years","75-84","Unintentional","1",433,318341,136.0
"Missouri","29","75-84 years","75-84","Suicide","2",64,318341,20.1
"Missouri","29","75-84 years","75-84","Non-Injury, no intent classified","9",14697,318341,4616.7
"Missouri","29","85+ years","85+","Unintentional","1",527,133531,394.7
"Missouri","29","85+ years","85+","Suicide","2",30,133531,22.5
"Missouri","29","85+ years","85+","Non-Injury, no intent classified","9",17463,133531,13077.9
"Montana","30","< 1 year","1","Non-Injury, no intent classified","9",49,11659,420.3
"Montana","30","15-24 years","15-24","Unintentional","1",52,135891,38.3
"Montana","30","15-24 years","15-24","Suicide","2",50,135891,36.8
"Montana","30","15-24 years","15-24","Non-Injury, no intent classified","9",17,135891,Unreliable
"Montana","30","25-34 years","25-34","Unintentional","1",57,138386,41.2
"Montana","30","25-34 years","25-34","Suicide","2",49,138386,35.4
"Montana","30","25-34 years","25-34","Non-Injury, no intent classified","9",71,138386,51.3
"Montana","30","35-44 years","35-44","Unintentional","1",84,129795,64.7
"Montana","30","35-44 years","35-44","Suicide","2",39,129795,30.0
"Montana","30","35-44 years","35-44","Non-Injury, no intent classified","9",164,129795,126.4
"Montana","30","45-54 years","45-54","Unintentional","1",68,117800,57.7
"Montana","30","45-54 years","45-54","Suicide","2",40,117800,34.0
"Montana","30","45-54 years","45-54","Non-Injury, no intent classified","9",376,117800,319.2
"Montana","30","55-64 years","55-64","Unintentional","1",72,150008,48.0
"Montana","30","55-64 years","55-64","Suicide","2",44,150008,29.3
"Montana","30","55-64 years","55-64","Non-Injury, no intent classified","9",1105,150008,736.6
"Montana","30","65-74 years","65-74","Unintentional","1",93,124631,74.6
"Montana","30","65-74 years","65-74","Suicide","2",36,124631,28.9
"Montana","30","65-74 years","65-74","Non-Injury, no intent classified","9",1933,124631,1551.0
"Montana","30","75-84 years","75-84","Unintentional","1",84,58951,142.5
"Montana","30","75-84 years","75-84","Suicide","2",19,58951,Unreliable
"Montana","30","75-84 years","75-84","Non-Injury, no intent classified","9",2532,58951,4295.1
"Montana","30","85+ years","85+","Unintentional","1",131,22855,573.2
"Montana","30","85+ years","85+","Suicide","2",10,22855,Unreliable
"Montana","30","85+ years","85+","Non-Injury, no intent classified","9",3121,22855,13655.7
"Nebraska","31","< 1 year","1","Non-Injury, no intent classified","9",117,25252,463.3
"Nebraska","31","1-4 years","1-4","Non-Injury, no intent classified","9",12,105628,Unreliable
"Nebraska","31","5-14 years","5-14","Unintentional","1",17,266296,Unreliable
"Nebraska","31","5-14 years","5-14","Non-Injury, no intent classified","9",21,266296,7.9
"Nebraska","31","15-24 years","15-24","Unintentional","1",70,268196,26.1
"Nebraska","31","15-24 years","15-24","Suicide","2",41,268196,15.3
"Nebraska","31","15-24 years","15-24","Homicide","3",20,268196,7.5
"Nebraska","31","15-24 years","15-24","Non-Injury, no intent classified","9",25,268196,9.3
"Nebraska","31","25-34 years","25-34","Unintentional","1",92,255338,36.0
"Nebraska","31","25-34 years","25-34","Suicide","2",42,255338,16.4
"Nebraska","31","25-34 years","25-34","Homicide","3",12,255338,Unreliable
"Nebraska","31","25-34 years","25-34","Non-Injury, no intent classified","9",106,255338,41.5
"Nebraska","31","35-44 years","35-44","Unintentional","1",67,243139,27.6
"Nebraska","31","35-44 years","35-44","Suicide","2",62,243139,25.5
"Nebraska","31","35-44 years","35-44","Non-Injury, no intent classified","9",243,243139,99.9
"Nebraska","31","45-54 years","45-54","Unintentional","1",101,215808,46.8
"Nebraska","31","45-54 years","45-54","Suicide","2",56,215808,25.9
"Nebraska","31","45-54 years","45-54","Non-Injury, no intent classified","9",670,215808,310.5
"Nebraska","31","55-64 years","55-64","Unintentional","1",103,242293,42.5
"Nebraska","31","55-64 years","55-64","Suicide","2",57,242293,23.5
"Nebraska","31","55-64 years","55-64","Non-Injury, no intent classified","9",1790,242293,738.8
"Nebraska","31","65-74 years","65-74","Unintentional","1",120,178908,67.1
"Nebraska","31","65-74 years","65-74","Suicide","2",30,178908,16.8
"Nebraska","31","65-74 years","65-74","Non-Injury, no intent classified","9",2863,178908,1600.3
"Nebraska","31","75-84 years","75-84","Unintentional","1",104,90492,114.9
"Nebraska","31","75-84 years","75-84","Suicide","2",12,90492,Unreliable
"Nebraska","31","75-84 years","75-84","Non-Injury, no intent classified","9",4019,90492,4441.3
"Nebraska","31","85+ years","85+","Unintentional","1",164,43058,380.9
"Nebraska","31","85+ years","85+","Non-Injury, no intent classified","9",5864,43058,13618.8
"Nevada","32","< 1 year","1","Unintentional","1",24,35701,67.2
"Nevada","32","< 1 year","1","Non-Injury, no intent classified","9",175,35701,490.2
"Nevada","32","1-4 years","1-4","Unintentional","1",11,149874,Unreliable
"Nevada","32","1-4 years","1-4","Non-Injury, no intent classified","9",21,149874,14.0
"Nevada","32","5-14 years","5-14","Unintentional","1",12,392066,Unreliable
"Nevada","32","5-14 years","5-14","Non-Injury, no intent classified","9",26,392066,6.6
"Nevada","32","15-24 years","15-24","Unintentional","1",89,365218,24.4
"Nevada","32","15-24 years","15-24","Suicide","2",64,365218,17.5
"Nevada","32","15-24 years","15-24","Homicide","3",35,365218,9.6
"Nevada","32","15-24 years","15-24","Non-Injury, no intent classified","9",71,365218,19.4
"Nevada","32","25-34 years","25-34","Unintentional","1",166,453116,36.6
"Nevada","32","25-34 years","25-34","Suicide","2",114,453116,25.2
"Nevada","32","25-34 years","25-34","Homicide","3",45,453116,9.9
"Nevada","32","25-34 years","25-34","Non-Injury, no intent classified","9",173,453116,38.2
"Nevada","32","35-44 years","35-44","Unintentional","1",159,410505,38.7
"Nevada","32","35-44 years","35-44","Suicide","2",87,410505,21.2
"Nevada","32","35-44 years","35-44","Homicide","3",27,410505,6.6
"Nevada","32","35-44 years","35-44","Undetermined ","4",10,410505,Unreliable
"Nevada","32","35-44 years","35-44","Non-Injury, no intent classified","9",477,410505,116.2
"Nevada","32","45-54 years","45-54","Unintentional","1",222,394228,56.3
"Nevada","32","45-54 years","45-54","Suicide","2",106,394228,26.9
"Nevada","32","45-54 years","45-54","Homicide","3",19,394228,Unreliable
"Nevada","32","45-54 years","45-54","Undetermined ","4",10,394228,Unreliable
"Nevada","32","45-54 years","45-54","Non-Injury, no intent classified","9",1301,394228,330.0
"Nevada","32","55-64 years","55-64","Unintentional","1",249,383476,64.9
"Nevada","32","55-64 years","55-64","Suicide","2",106,383476,27.6
"Nevada","32","55-64 years","55-64","Homicide","3",14,383476,Unreliable
"Nevada","32","55-64 years","55-64","Undetermined ","4",13,383476,Unreliable
"Nevada","32","55-64 years","55-64","Non-Injury, no intent classified","9",3265,383476,851.4
"Nevada","32","65-74 years","65-74","Unintentional","1",183,303363,60.3
"Nevada","32","65-74 years","65-74","Suicide","2",81,303363,26.7
"Nevada","32","65-74 years","65-74","Non-Injury, no intent classified","9",5646,303363,1861.1
"Nevada","32","75-84 years","75-84","Unintentional","1",174,147793,117.7
"Nevada","32","75-84 years","75-84","Suicide","2",58,147793,39.2
"Nevada","32","75-84 years","75-84","Non-Injury, no intent classified","9",6397,147793,4328.4
"Nevada","32","85+ years","85+","Unintentional","1",148,44816,330.2
"Nevada","32","85+ years","85+","Suicide","2",21,44816,46.9
"Nevada","32","85+ years","85+","Non-Injury, no intent classified","9",5726,44816,12776.7
"New Hampshire","33","< 1 year","1","Non-Injury, no intent classified","9",34,12052,282.1
"New Hampshire","33","5-14 years","5-14","Non-Injury, no intent classified","9",12,143449,Unreliable
"New Hampshire","33","15-24 years","15-24","Unintentional","1",52,171874,30.3
"New Hampshire","33","15-24 years","15-24","Suicide","2",29,171874,16.9
"New Hampshire","33","15-24 years","15-24","Non-Injury, no intent classified","9",20,171874,11.6
"New Hampshire","33","25-34 years","25-34","Unintentional","1",145,172816,83.9
"New Hampshire","33","25-34 years","25-34","Suicide","2",48,172816,27.8
"New Hampshire","33","25-34 years","25-34","Non-Injury, no intent classified","9",61,172816,35.3
"New Hampshire","33","35-44 years","35-44","Unintentional","1",130,156500,83.1
"New Hampshire","33","35-44 years","35-44","Suicide","2",32,156500,20.4
"New Hampshire","33","35-44 years","35-44","Non-Injury, no intent classified","9",154,156500,98.4
"New Hampshire","33","45-54 years","45-54","Unintentional","1",105,183273,57.3
"New Hampshire","33","45-54 years","45-54","Suicide","2",43,183273,23.5
"New Hampshire","33","45-54 years","45-54","Non-Injury, no intent classified","9",471,183273,257.0
"New Hampshire","33","55-64 years","55-64","Unintentional","1",111,214314,51.8
"New Hampshire","33","55-64 years","55-64","Suicide","2",47,214314,21.9
"New Hampshire","33","55-64 years","55-64","Non-Injury, no intent classified","9",1402,214314,654.2
"New Hampshire","33","65-74 years","65-74","Unintentional","1",68,152669,44.5
"New Hampshire","33","65-74 years","65-74","Suicide","2",29,152669,19.0
"New Hampshire","33","65-74 years","65-74","Non-Injury, no intent classified","9",2311,152669,1513.7
"New Hampshire","33","75-84 years","75-84","Unintentional","1",81,70954,114.2
"New Hampshire","33","75-84 years","75-84","Suicide","2",18,70954,Unreliable
"New Hampshire","33","75-84 years","75-84","Non-Injury, no intent classified","9",3000,70954,4228.1
"New Hampshire","33","85+ years","85+","Unintentional","1",162,30241,535.7
"New Hampshire","33","85+ years","85+","Non-Injury, no intent classified","9",4099,30241,13554.4
"New Jersey","34","< 1 year","1","Non-Injury, no intent classified","9",415,99459,417.3
"New Jersey","34","1-4 years","1-4","Unintentional","1",13,415231,Unreliable
"New Jersey","34","1-4 years","1-4","Non-Injury, no intent classified","9",47,415231,11.3
"New Jersey","34","5-14 years","5-14","Unintentional","1",15,1083967,Unreliable
"New Jersey","34","5-14 years","5-14","Non-Injury, no intent classified","9",79,1083967,7.3
"New Jersey","34","15-24 years","15-24","Unintentional","1",257,1093555,23.5
"New Jersey","34","15-24 years","15-24","Suicide","2",77,1093555,7.0
"New Jersey","34","15-24 years","15-24","Homicide","3",79,1093555,7.2
"New Jersey","34","15-24 years","15-24","Non-Injury, no intent classified","9",139,1093555,12.7
"New Jersey","34","25-34 years","25-34","Unintentional","1",868,1152278,75.3
"New Jersey","34","25-34 years","25-34","Suicide","2",112,1152278,9.7
"New Jersey","34","25-34 years","25-34","Homicide","3",86,1152278,7.5
"New Jersey","34","25-34 years","25-34","Non-Injury, no intent classified","9",455,1152278,39.5
"New Jersey","34","35-44 years","35-44","Unintentional","1",756,1137693,66.5
"New Jersey","34","35-44 years","35-44","Suicide","2",118,1137693,10.4
"New Jersey","34","35-44 years","35-44","Homicide","3",48,1137693,4.2
"New Jersey","34","35-44 years","35-44","Non-Injury, no intent classified","9",1046,1137693,91.9
"New Jersey","34","45-54 years","45-54","Unintentional","1",825,1200823,68.7
"New Jersey","34","45-54 years","45-54","Suicide","2",141,1200823,11.7
"New Jersey","34","45-54 years","45-54","Homicide","3",29,1200823,2.4
"New Jersey","34","45-54 years","45-54","Undetermined ","4",14,1200823,Unreliable
"New Jersey","34","45-54 years","45-54","Non-Injury, no intent classified","9",2969,1200823,247.2
"New Jersey","34","55-64 years","55-64","Unintentional","1",697,1223649,57.0
"New Jersey","34","55-64 years","55-64","Suicide","2",174,1223649,14.2
"New Jersey","34","55-64 years","55-64","Homicide","3",12,1223649,Unreliable
"New Jersey","34","55-64 years","55-64","Undetermined ","4",14,1223649,Unreliable
"New Jersey","34","55-64 years","55-64","Non-Injury, no intent classified","9",7874,1223649,643.5
"New Jersey","34","65-74 years","65-74","Unintentional","1",379,832866,45.5
"New Jersey","34","65-74 years","65-74","Suicide","2",74,832866,8.9
"New Jersey","34","65-74 years","65-74","Homicide","3",14,832866,Unreliable
