state,kind,age,deaths,population
Maine,Poisoning Accidents,25-34 years,93,162808
Maine,Poisoning Accidents,35-44 years,98,154075
Maine,Poisoning Accidents,45-54 years,85,174730
Maine,Poisoning Accidents,5-14 years,Suppressed,140100
Maine,Poisoning Accidents,55-64 years,52,211560
Maine,Poisoning Accidents,65-74 years,12,169079
Maine,Poisoning Accidents,75-84 years,Suppressed,82386
Maine,Poisoning Accidents,85+ years,Suppressed,33800
Maine,Poisoning Accidents,< 1 year,Suppressed,12035
Maine,Poisoning Accidents,All Ages,364,1344212
Maine,Poisoning Accidents,Not Stated,Suppressed,Not Applicable
Maine,Respiratory Clrd Disease,1-4 years,Suppressed,51502
Maine,Respiratory Clrd Disease,15-24 years,Suppressed,152137
Maine,Respiratory Clrd Disease,25-34 years,Suppressed,162808
Maine,Respiratory Clrd Disease,35-44 years,Suppressed,154075
Maine,Respiratory Clrd Disease,45-54 years,Suppressed,174730
Maine,Respiratory Clrd Disease,5-14 years,Suppressed,140100
Maine,Respiratory Clrd Disease,55-64 years,Suppressed,211560
Maine,Respiratory Clrd Disease,65-74 years,Suppressed,169079
Maine,Respiratory Clrd Disease,75-84 years,Suppressed,82386
Maine,Respiratory Clrd Disease,85+ years,Suppressed,33800
Maine,Respiratory Clrd Disease,< 1 year,Suppressed,12035
Maine,Respiratory Clrd Disease,All Ages,Suppressed,1344212
Maine,Respiratory Clrd Disease,Not Stated,Suppressed,Not Applicable
Maine,Suffocation Accidents,1-4 years,Suppressed,51502
Maine,Suffocation Accidents,15-24 years,Suppressed,152137
Maine,Suffocation Accidents,25-34 years,Suppressed,162808
Maine,Suffocation Accidents,35-44 years,Suppressed,154075
Maine,Suffocation Accidents,45-54 years,Suppressed,174730
Maine,Suffocation Accidents,5-14 years,Suppressed,140100
Maine,Suffocation Accidents,55-64 years,Suppressed,211560
Maine,Suffocation Accidents,65-74 years,Suppressed,169079
Maine,Suffocation Accidents,75-84 years,Suppressed,82386
Maine,Suffocation Accidents,85+ years,Suppressed,33800
Maine,Suffocation Accidents,< 1 year,11,12035
Maine,Suffocation Accidents,All Ages,29,1344212
Maine,Suffocation Accidents,Not Stated,Suppressed,Not Applicable
Maine,Suicides,1-4 years,Suppressed,51502
Maine,Suicides,15-24 years,27,152137
Maine,Suicides,25-34 years,41,162808
Maine,Suicides,35-44 years,40,154075
Maine,Suicides,45-54 years,59,174730
Maine,Suicides,5-14 years,Suppressed,140100
Maine,Suicides,55-64 years,42,211560
Maine,Suicides,65-74 years,37,169079
Maine,Suicides,75-84 years,20,82386
Maine,Suicides,85+ years,Suppressed,33800
Maine,Suicides,< 1 year,Suppressed,12035
Maine,Suicides,All Ages,276,1344212
Maine,Suicides,Not Stated,Suppressed,Not Applicable
Maine,all accidents,1-4 years,Suppressed,51502
Maine,all accidents,15-24 years,44,152137
Maine,all accidents,25-34 years,133,162808
Maine,all accidents,35-44 years,134,154075
Maine,all accidents,45-54 years,118,174730
Maine,all accidents,5-14 years,Suppressed,140100
Maine,all accidents,55-64 years,116,211560
Maine,all accidents,65-74 years,112,169079
Maine,all accidents,75-84 years,139,82386
Maine,all accidents,85+ years,213,33800
Maine,all accidents,< 1 year,12,12035
Maine,all accidents,Not Stated,Suppressed,Not Applicable
Maine,all deaths,1-4 years,Suppressed,51502
Maine,all deaths,15-24 years,95,152137
Maine,all deaths,25-34 years,248,162808
Maine,all deaths,35-44 years,364,154075
Maine,all deaths,45-54 years,718,174730
Maine,all deaths,5-14 years,18,140100
Maine,all deaths,55-64 years,1794,211560
Maine,all deaths,65-74 years,2902,169079
Maine,all deaths,75-84 years,3871,82386
Maine,all deaths,85+ years,4982,33800
Maine,all deaths,< 1 year,63,12035
Maine,all deaths,All Ages,15065,1344212
Maine,all deaths,Not Stated,Suppressed,Not Applicable
Maine,all diseases,1-4 years,Suppressed,51502
Maine,all diseases,15-24 years,22,152137
Maine,all diseases,25-34 years,64,162808
Maine,all diseases,35-44 years,182,154075
Maine,all diseases,45-54 years,537,174730
Maine,all diseases,5-14 years,12,140100
Maine,all diseases,55-64 years,1630,211560
Maine,all diseases,65-74 years,2752,169079
Maine,all diseases,75-84 years,3709,82386
Maine,all diseases,85+ years,4758,33800
Maine,all diseases,< 1 year,51,12035
Maine,all diseases,Not Stated,Suppressed,Not Applicable
Maryland,Alzheimers Disease,1-4 years,Suppressed,292011
Maryland,Alzheimers Disease,15-24 years,Suppressed,751030
Maryland,Alzheimers Disease,25-34 years,Suppressed,829249
Maryland,Alzheimers Disease,35-44 years,Suppressed,782213
Maryland,Alzheimers Disease,45-54 years,Suppressed,795467
Maryland,Alzheimers Disease,5-14 years,Suppressed,747869
Maryland,Alzheimers Disease,55-64 years,Suppressed,818519
Maryland,Alzheimers Disease,65-74 years,Suppressed,561582
Maryland,Alzheimers Disease,75-84 years,Suppressed,278421
Maryland,Alzheimers Disease,85+ years,Suppressed,119393
Maryland,Alzheimers Disease,< 1 year,Suppressed,69926
Maryland,Alzheimers Disease,All Ages,Suppressed,6045680
Maryland,Alzheimers Disease,Not Stated,Suppressed,Not Applicable
Maryland,Cancer,1-4 years,Suppressed,292011
Maryland,Cancer,15-24 years,Suppressed,751030
Maryland,Cancer,25-34 years,Suppressed,829249
Maryland,Cancer,35-44 years,Suppressed,782213
Maryland,Cancer,45-54 years,Suppressed,795467
Maryland,Cancer,5-14 years,Suppressed,747869
Maryland,Cancer,55-64 years,Suppressed,818519
Maryland,Cancer,65-74 years,Suppressed,561582
Maryland,Cancer,75-84 years,Suppressed,278421
Maryland,Cancer,85+ years,Suppressed,119393
Maryland,Cancer,< 1 year,Suppressed,69926
Maryland,Cancer,All Ages,Suppressed,6045680
Maryland,Cancer,Not Stated,Suppressed,Not Applicable
Maryland,Car accidents,1-4 years,Suppressed,292011
Maryland,Car accidents,15-24 years,91,751030
Maryland,Car accidents,25-34 years,100,829249
Maryland,Car accidents,35-44 years,70,782213
Maryland,Car accidents,45-54 years,72,795467
Maryland,Car accidents,5-14 years,14,747869
Maryland,Car accidents,55-64 years,73,818519
Maryland,Car accidents,65-74 years,56,561582
Maryland,Car accidents,75-84 years,33,278421
Maryland,Car accidents,85+ years,21,119393
Maryland,Car accidents,< 1 year,Suppressed,69926
Maryland,Car accidents,All Ages,537,6045680
Maryland,Car accidents,Not Stated,Suppressed,Not Applicable
Maryland,Cerebrovascular Diseases,1-4 years,Suppressed,292011
Maryland,Cerebrovascular Diseases,15-24 years,Suppressed,751030
Maryland,Cerebrovascular Diseases,25-34 years,Suppressed,829249
Maryland,Cerebrovascular Diseases,35-44 years,Suppressed,782213
Maryland,Cerebrovascular Diseases,45-54 years,Suppressed,795467
Maryland,Cerebrovascular Diseases,5-14 years,Suppressed,747869
Maryland,Cerebrovascular Diseases,55-64 years,Suppressed,818519
Maryland,Cerebrovascular Diseases,65-74 years,Suppressed,561582
Maryland,Cerebrovascular Diseases,75-84 years,Suppressed,278421
Maryland,Cerebrovascular Diseases,85+ years,Suppressed,119393
Maryland,Cerebrovascular Diseases,< 1 year,Suppressed,69926
Maryland,Cerebrovascular Diseases,All Ages,Suppressed,6045680
Maryland,Cerebrovascular Diseases,Not Stated,Suppressed,Not Applicable
Maryland,Diabetes Disease,1-4 years,Suppressed,292011
Maryland,Diabetes Disease,15-24 years,Suppressed,751030
Maryland,Diabetes Disease,25-34 years,Suppressed,829249
Maryland,Diabetes Disease,35-44 years,Suppressed,782213
Maryland,Diabetes Disease,45-54 years,Suppressed,795467
Maryland,Diabetes Disease,5-14 years,Suppressed,747869
Maryland,Diabetes Disease,55-64 years,Suppressed,818519
Maryland,Diabetes Disease,65-74 years,Suppressed,561582
Maryland,Diabetes Disease,75-84 years,Suppressed,278421
Maryland,Diabetes Disease,85+ years,Suppressed,119393
Maryland,Diabetes Disease,< 1 year,Suppressed,69926
Maryland,Diabetes Disease,All Ages,Suppressed,6045680
Maryland,Diabetes Disease,Not Stated,Suppressed,Not Applicable
Maryland,Drowning Accidents,1-4 years,Suppressed,292011
Maryland,Drowning Accidents,15-24 years,Suppressed,751030
Maryland,Drowning Accidents,25-34 years,15,829249
Maryland,Drowning Accidents,35-44 years,Suppressed,782213
Maryland,Drowning Accidents,45-54 years,Suppressed,795467
Maryland,Drowning Accidents,5-14 years,Suppressed,747869
Maryland,Drowning Accidents,55-64 years,Suppressed,818519
Maryland,Drowning Accidents,65-74 years,Suppressed,561582
Maryland,Drowning Accidents,75-84 years,Suppressed,278421
Maryland,Drowning Accidents,85+ years,Suppressed,119393
Maryland,Drowning Accidents,< 1 year,Suppressed,69926
Maryland,Drowning Accidents,All Ages,46,6045680
Maryland,Drowning Accidents,Not Stated,Suppressed,Not Applicable
Maryland,Heart Diseases,1-4 years,Suppressed,292011
Maryland,Heart Diseases,15-24 years,Suppressed,751030
Maryland,Heart Diseases,25-34 years,Suppressed,829249
Maryland,Heart Diseases,35-44 years,Suppressed,782213
Maryland,Heart Diseases,45-54 years,Suppressed,795467
Maryland,Heart Diseases,5-14 years,Suppressed,747869
Maryland,Heart Diseases,55-64 years,Suppressed,818519
Maryland,Heart Diseases,65-74 years,Suppressed,561582
Maryland,Heart Diseases,75-84 years,Suppressed,278421
Maryland,Heart Diseases,85+ years,Suppressed,119393
Maryland,Heart Diseases,< 1 year,Suppressed,69926
Maryland,Heart Diseases,All Ages,Suppressed,6045680
Maryland,Heart Diseases,Not Stated,Suppressed,Not Applicable
Maryland,Homicides,1-4 years,Suppressed,292011
Maryland,Homicides,15-24 years,157,751030
Maryland,Homicides,25-34 years,226,829249
Maryland,Homicides,35-44 years,83,782213
Maryland,Homicides,45-54 years,59,795467
Maryland,Homicides,5-14 years,Suppressed,747869
Maryland,Homicides,55-64 years,29,818519
Maryland,Homicides,65-74 years,Suppressed,561582
Maryland,Homicides,75-84 years,Suppressed,278421
Maryland,Homicides,85+ years,Suppressed,119393
Maryland,Homicides,< 1 year,Suppressed,69926
Maryland,Homicides,All Ages,578,6045680
Maryland,Homicides,Not Stated,Suppressed,Not Applicable
Maryland,Influenza Pneumonia,1-4 years,Suppressed,292011
Maryland,Influenza Pneumonia,15-24 years,Suppressed,751030
Maryland,Influenza Pneumonia,25-34 years,Suppressed,829249
Maryland,Influenza Pneumonia,35-44 years,Suppressed,782213
Maryland,Influenza Pneumonia,45-54 years,Suppressed,795467
Maryland,Influenza Pneumonia,5-14 years,Suppressed,747869
Maryland,Influenza Pneumonia,55-64 years,Suppressed,818519
Maryland,Influenza Pneumonia,65-74 years,Suppressed,561582
Maryland,Influenza Pneumonia,75-84 years,Suppressed,278421
Maryland,Influenza Pneumonia,85+ years,Suppressed,119393
Maryland,Influenza Pneumonia,< 1 year,Suppressed,69926
Maryland,Influenza Pneumonia,All Ages,Suppressed,6045680
Maryland,Influenza Pneumonia,Not Stated,Suppressed,Not Applicable
Maryland,Liver Disease,1-4 years,Suppressed,292011
Maryland,Liver Disease,15-24 years,Suppressed,751030
Maryland,Liver Disease,25-34 years,Suppressed,829249
Maryland,Liver Disease,35-44 years,Suppressed,782213
Maryland,Liver Disease,45-54 years,Suppressed,795467
Maryland,Liver Disease,5-14 years,Suppressed,747869
Maryland,Liver Disease,55-64 years,Suppressed,818519
Maryland,Liver Disease,65-74 years,Suppressed,561582
Maryland,Liver Disease,75-84 years,Suppressed,278421
Maryland,Liver Disease,85+ years,Suppressed,119393
Maryland,Liver Disease,< 1 year,Suppressed,69926
Maryland,Liver Disease,All Ages,Suppressed,6045680
Maryland,Liver Disease,Not Stated,Suppressed,Not Applicable
Maryland,Poisoning Accidents,1-4 years,Suppressed,292011
Maryland,Poisoning Accidents,15-24 years,37,751030
Maryland,Poisoning Accidents,25-34 years,144,829249
Maryland,Poisoning Accidents,35-44 years,161,782213
Maryland,Poisoning Accidents,45-54 years,136,795467
Maryland,Poisoning Accidents,5-14 years,Suppressed,747869
Maryland,Poisoning Accidents,55-64 years,132,818519
Maryland,Poisoning Accidents,65-74 years,39,561582
Maryland,Poisoning Accidents,75-84 years,Suppressed,278421
Maryland,Poisoning Accidents,85+ years,Suppressed,119393
Maryland,Poisoning Accidents,< 1 year,Suppressed,69926
Maryland,Poisoning Accidents,All Ages,659,6045680
Maryland,Poisoning Accidents,Not Stated,Suppressed,Not Applicable
Maryland,Respiratory Clrd Disease,1-4 years,Suppressed,292011
Maryland,Respiratory Clrd Disease,15-24 years,Suppressed,751030
Maryland,Respiratory Clrd Disease,25-34 years,Suppressed,829249
Maryland,Respiratory Clrd Disease,35-44 years,Suppressed,782213
Maryland,Respiratory Clrd Disease,45-54 years,Suppressed,795467
Maryland,Respiratory Clrd Disease,5-14 years,Suppressed,747869
Maryland,Respiratory Clrd Disease,55-64 years,Suppressed,818519
Maryland,Respiratory Clrd Disease,65-74 years,Suppressed,561582
Maryland,Respiratory Clrd Disease,75-84 years,Suppressed,278421
Maryland,Respiratory Clrd Disease,85+ years,Suppressed,119393
Maryland,Respiratory Clrd Disease,< 1 year,Suppressed,69926
Maryland,Respiratory Clrd Disease,All Ages,Suppressed,6045680
Maryland,Respiratory Clrd Disease,Not Stated,Suppressed,Not Applicable
Maryland,Suffocation Accidents,1-4 years,Suppressed,292011
Maryland,Suffocation Accidents,15-24 years,Suppressed,751030
Maryland,Suffocation Accidents,25-34 years,Suppressed,829249
Maryland,Suffocation Accidents,35-44 years,Suppressed,782213
Maryland,Suffocation Accidents,45-54 years,Suppressed,795467
Maryland,Suffocation Accidents,5-14 years,Suppressed,747869
Maryland,Suffocation Accidents,55-64 years,16,818519
Maryland,Suffocation Accidents,65-74 years,18,561582
Maryland,Suffocation Accidents,75-84 years,25,278421
Maryland,Suffocation Accidents,85+ years,26,119393
Maryland,Suffocation Accidents,< 1 year,Suppressed,69926
Maryland,Suffocation Accidents,All Ages,105,6045680
Maryland,Suffocation Accidents,Not Stated,Suppressed,Not Applicable
Maryland,Suicides,1-4 years,Suppressed,292011
Maryland,Suicides,15-24 years,79,751030
Maryland,Suicides,25-34 years,112,829249
Maryland,Suicides,35-44 years,97,782213
Maryland,Suicides,45-54 years,111,795467
Maryland,Suicides,5-14 years,Suppressed,747869
Maryland,Suicides,55-64 years,126,818519
Maryland,Suicides,65-74 years,68,561582
Maryland,Suicides,75-84 years,35,278421
Maryland,Suicides,85+ years,23,119393
Maryland,Suicides,< 1 year,Suppressed,69926
Maryland,Suicides,All Ages,657,6045680
Maryland,Suicides,Not Stated,Suppressed,Not Applicable
Maryland,all accidents,1-4 years,Suppressed,292011
Maryland,all accidents,15-24 years,145,751030
Maryland,all accidents,25-34 years,289,829249
Maryland,all accidents,35-44 years,271,782213
Maryland,all accidents,45-54 years,276,795467
Maryland,all accidents,5-14 years,21,747869
Maryland,all accidents,55-64 years,346,818519
Maryland,all accidents,65-74 years,268,561582
Maryland,all accidents,75-84 years,320,278421
Maryland,all accidents,85+ years,470,119393
Maryland,all accidents,< 1 year,10,69926
Maryland,all accidents,Not Stated,Suppressed,Not Applicable
Maryland,all deaths,1-4 years,70,292011
Maryland,all deaths,15-24 years,601,751030
Maryland,all deaths,25-34 years,1371,829249
Maryland,all deaths,35-44 years,1661,782213
Maryland,all deaths,45-54 years,3076,795467
Maryland,all deaths,5-14 years,77,747869
Maryland,all deaths,55-64 years,6923,818519
Maryland,all deaths,65-74 years,9680,561582
Maryland,all deaths,75-84 years,11641,278421
Maryland,all deaths,85+ years,15280,119393
Maryland,all deaths,< 1 year,413,69926
Maryland,all deaths,All Ages,50800,6045680
Maryland,all deaths,Not Stated,Suppressed,Not Applicable
Maryland,all diseases,1-4 years,53,292011
Maryland,all diseases,15-24 years,122,751030
Maryland,all diseases,25-34 years,357,829249
Maryland,all diseases,35-44 years,824,782213
Maryland,all diseases,45-54 years,2232,795467
Maryland,all diseases,5-14 years,47,747869
Maryland,all diseases,55-64 years,6026,818519
Maryland,all diseases,65-74 years,9257,561582
Maryland,all diseases,75-84 years,11273,278421
Maryland,all diseases,85+ years,14784,119393
Maryland,all diseases,< 1 year,398,69926
Maryland,all diseases,Not Stated,Suppressed,Not Applicable
Massachusetts,Alzheimers Disease,1-4 years,Suppressed,286571
Massachusetts,Alzheimers Disease,15-24 years,Suppressed,935124
Massachusetts,Alzheimers Disease,25-34 years,Suppressed,994454
Massachusetts,Alzheimers Disease,35-44 years,Suppressed,848373
Massachusetts,Alzheimers Disease,45-54 years,Suppressed,893633
Massachusetts,Alzheimers Disease,5-14 years,Suppressed,751035
Massachusetts,Alzheimers Disease,55-64 years,Suppressed,943190
Massachusetts,Alzheimers Disease,65-74 years,Suppressed,673305
Massachusetts,Alzheimers Disease,75-84 years,Suppressed,336504
Massachusetts,Alzheimers Disease,85+ years,Suppressed,159523
Massachusetts,Alzheimers Disease,< 1 year,Suppressed,70791
Massachusetts,Alzheimers Disease,All Ages,Suppressed,6892503
Massachusetts,Alzheimers Disease,Not Stated,Suppressed,Not Applicable
Massachusetts,Cancer,1-4 years,Suppressed,286571
Massachusetts,Cancer,15-24 years,Suppressed,935124
Massachusetts,Cancer,25-34 years,Suppressed,994454
Massachusetts,Cancer,35-44 years,Suppressed,848373
Massachusetts,Cancer,45-54 years,Suppressed,893633
Massachusetts,Cancer,5-14 years,Suppressed,751035
Massachusetts,Cancer,55-64 years,Suppressed,943190
Massachusetts,Cancer,65-74 years,Suppressed,673305
Massachusetts,Cancer,75-84 years,Suppressed,336504
Massachusetts,Cancer,85+ years,Suppressed,159523
Massachusetts,Cancer,< 1 year,Suppressed,70791
Massachusetts,Cancer,All Ages,Suppressed,6892503
Massachusetts,Cancer,Not Stated,Suppressed,Not Applicable
Massachusetts,Car accidents,1-4 years,Suppressed,286571
Massachusetts,Car accidents,15-24 years,56,935124
Massachusetts,Car accidents,25-34 years,61,994454
Massachusetts,Car accidents,35-44 years,34,848373
Massachusetts,Car accidents,45-54 years,42,893633
Massachusetts,Car accidents,5-14 years,Suppressed,751035
Massachusetts,Car accidents,55-64 years,65,943190
Massachusetts,Car accidents,65-74 years,59,673305
Massachusetts,Car accidents,75-84 years,32,336504
Massachusetts,Car accidents,85+ years,21,159523
Massachusetts,Car accidents,< 1 year,Suppressed,70791
Massachusetts,Car accidents,All Ages,378,6892503
Massachusetts,Car accidents,Not Stated,Suppressed,Not Applicable
Massachusetts,Cerebrovascular Diseases,1-4 years,Suppressed,286571
Massachusetts,Cerebrovascular Diseases,15-24 years,Suppressed,935124
Massachusetts,Cerebrovascular Diseases,25-34 years,Suppressed,994454
Massachusetts,Cerebrovascular Diseases,35-44 years,Suppressed,848373
Massachusetts,Cerebrovascular Diseases,45-54 years,Suppressed,893633
Massachusetts,Cerebrovascular Diseases,5-14 years,Suppressed,751035
Massachusetts,Cerebrovascular Diseases,55-64 years,Suppressed,943190
Massachusetts,Cerebrovascular Diseases,65-74 years,Suppressed,673305
Massachusetts,Cerebrovascular Diseases,75-84 years,Suppressed,336504
Massachusetts,Cerebrovascular Diseases,85+ years,Suppressed,159523
Massachusetts,Cerebrovascular Diseases,< 1 year,Suppressed,70791
Massachusetts,Cerebrovascular Diseases,All Ages,Suppressed,6892503
Massachusetts,Cerebrovascular Diseases,Not Stated,Suppressed,Not Applicable
Massachusetts,Diabetes Disease,1-4 years,Suppressed,286571
Massachusetts,Diabetes Disease,15-24 years,Suppressed,935124
Massachusetts,Diabetes Disease,25-34 years,Suppressed,994454
Massachusetts,Diabetes Disease,35-44 years,Suppressed,848373
Massachusetts,Diabetes Disease,45-54 years,Suppressed,893633
Massachusetts,Diabetes Disease,5-14 years,Suppressed,751035
Massachusetts,Diabetes Disease,55-64 years,Suppressed,943190
Massachusetts,Diabetes Disease,65-74 years,Suppressed,673305
Massachusetts,Diabetes Disease,75-84 years,Suppressed,336504
Massachusetts,Diabetes Disease,85+ years,Suppressed,159523
Massachusetts,Diabetes Disease,< 1 year,Suppressed,70791
Massachusetts,Diabetes Disease,All Ages,Suppressed,6892503
Massachusetts,Diabetes Disease,Not Stated,Suppressed,Not Applicable
Massachusetts,Drowning Accidents,1-4 years,Suppressed,286571
Massachusetts,Drowning Accidents,15-24 years,Suppressed,935124
Massachusetts,Drowning Accidents,25-34 years,Suppressed,994454
Massachusetts,Drowning Accidents,35-44 years,Suppressed,848373
Massachusetts,Drowning Accidents,45-54 years,Suppressed,893633
Massachusetts,Drowning Accidents,5-14 years,Suppressed,751035
Massachusetts,Drowning Accidents,55-64 years,Suppressed,943190
Massachusetts,Drowning Accidents,65-74 years,11,673305
Massachusetts,Drowning Accidents,75-84 years,Suppressed,336504
Massachusetts,Drowning Accidents,85+ years,Suppressed,159523
Massachusetts,Drowning Accidents,< 1 year,Suppressed,70791
Massachusetts,Drowning Accidents,All Ages,55,6892503
Massachusetts,Drowning Accidents,Not Stated,Suppressed,Not Applicable
Massachusetts,Heart Diseases,1-4 years,Suppressed,286571
Massachusetts,Heart Diseases,15-24 years,Suppressed,935124
Massachusetts,Heart Diseases,25-34 years,Suppressed,994454
Massachusetts,Heart Diseases,35-44 years,Suppressed,848373
Massachusetts,Heart Diseases,45-54 years,Suppressed,893633
Massachusetts,Heart Diseases,5-14 years,Suppressed,751035
Massachusetts,Heart Diseases,55-64 years,Suppressed,943190
Massachusetts,Heart Diseases,65-74 years,Suppressed,673305
Massachusetts,Heart Diseases,75-84 years,Suppressed,336504
Massachusetts,Heart Diseases,85+ years,Suppressed,159523
Massachusetts,Heart Diseases,< 1 year,Suppressed,70791
Massachusetts,Heart Diseases,All Ages,Suppressed,6892503
Massachusetts,Heart Diseases,Not Stated,Suppressed,Not Applicable
Massachusetts,Homicides,1-4 years,Suppressed,286571
Massachusetts,Homicides,15-24 years,43,935124
Massachusetts,Homicides,25-34 years,49,994454
Massachusetts,Homicides,35-44 years,27,848373
Massachusetts,Homicides,45-54 years,10,893633
Massachusetts,Homicides,5-14 years,Suppressed,751035
Massachusetts,Homicides,55-64 years,14,943190
Massachusetts,Homicides,65-74 years,Suppressed,673305
Massachusetts,Homicides,75-84 years,Suppressed,336504
Massachusetts,Homicides,85+ years,Suppressed,159523
Massachusetts,Homicides,< 1 year,Suppressed,70791
Massachusetts,Homicides,All Ages,157,6892503
Massachusetts,Homicides,Not Stated,Suppressed,Not Applicable
Massachusetts,Influenza Pneumonia,1-4 years,Suppressed,286571
Massachusetts,Influenza Pneumonia,15-24 years,Suppressed,935124
Massachusetts,Influenza Pneumonia,25-34 years,Suppressed,994454
Massachusetts,Influenza Pneumonia,35-44 years,Suppressed,848373
Massachusetts,Influenza Pneumonia,45-54 years,Suppressed,893633
Massachusetts,Influenza Pneumonia,5-14 years,Suppressed,751035
Massachusetts,Influenza Pneumonia,55-64 years,Suppressed,943190
Massachusetts,Influenza Pneumonia,65-74 years,Suppressed,673305
Massachusetts,Influenza Pneumonia,75-84 years,Suppressed,336504
Massachusetts,Influenza Pneumonia,85+ years,Suppressed,159523
Massachusetts,Influenza Pneumonia,< 1 year,Suppressed,70791
Massachusetts,Influenza Pneumonia,All Ages,Suppressed,6892503
Massachusetts,Influenza Pneumonia,Not Stated,Suppressed,Not Applicable
Massachusetts,Liver Disease,1-4 years,Suppressed,286571
Massachusetts,Liver Disease,15-24 years,Suppressed,935124
Massachusetts,Liver Disease,25-34 years,Suppressed,994454
Massachusetts,Liver Disease,35-44 years,Suppressed,848373
Massachusetts,Liver Disease,45-54 years,Suppressed,893633
Massachusetts,Liver Disease,5-14 years,Suppressed,751035
Massachusetts,Liver Disease,55-64 years,Suppressed,943190
Massachusetts,Liver Disease,65-74 years,Suppressed,673305
Massachusetts,Liver Disease,75-84 years,Suppressed,336504
Massachusetts,Liver Disease,85+ years,Suppressed,159523
Massachusetts,Liver Disease,< 1 year,Suppressed,70791
Massachusetts,Liver Disease,All Ages,Suppressed,6892503
Massachusetts,Liver Disease,Not Stated,Suppressed,Not Applicable
Massachusetts,Poisoning Accidents,1-4 years,Suppressed,286571
Massachusetts,Poisoning Accidents,15-24 years,113,935124
Massachusetts,Poisoning Accidents,25-34 years,592,994454
Massachusetts,Poisoning Accidents,35-44 years,537,848373
Massachusetts,Poisoning Accidents,45-54 years,484,893633
Massachusetts,Poisoning Accidents,5-14 years,Suppressed,751035
Massachusetts,Poisoning Accidents,55-64 years,342,943190
Massachusetts,Poisoning Accidents,65-74 years,59,673305
Massachusetts,Poisoning Accidents,75-84 years,Suppressed,336504
Massachusetts,Poisoning Accidents,85+ years,Suppressed,159523
Massachusetts,Poisoning Accidents,< 1 year,Suppressed,70791
Massachusetts,Poisoning Accidents,All Ages,2144,6892503
Massachusetts,Poisoning Accidents,Not Stated,Suppressed,Not Applicable
Massachusetts,Respiratory Clrd Disease,1-4 years,Suppressed,286571
Massachusetts,Respiratory Clrd Disease,15-24 years,Suppressed,935124
Massachusetts,Respiratory Clrd Disease,25-34 years,Suppressed,994454
Massachusetts,Respiratory Clrd Disease,35-44 years,Suppressed,848373
Massachusetts,Respiratory Clrd Disease,45-54 years,Suppressed,893633
Massachusetts,Respiratory Clrd Disease,5-14 years,Suppressed,751035
Massachusetts,Respiratory Clrd Disease,55-64 years,Suppressed,943190
Massachusetts,Respiratory Clrd Disease,65-74 years,Suppressed,673305
Massachusetts,Respiratory Clrd Disease,75-84 years,Suppressed,336504
Massachusetts,Respiratory Clrd Disease,85+ years,Suppressed,159523
Massachusetts,Respiratory Clrd Disease,< 1 year,Suppressed,70791
Massachusetts,Respiratory Clrd Disease,All Ages,Suppressed,6892503
Massachusetts,Respiratory Clrd Disease,Not Stated,Suppressed,Not Applicable
Massachusetts,Suffocation Accidents,1-4 years,Suppressed,286571
Massachusetts,Suffocation Accidents,15-24 years,Suppressed,935124
Massachusetts,Suffocation Accidents,25-34 years,Suppressed,994454
Massachusetts,Suffocation Accidents,35-44 years,Suppressed,848373
Massachusetts,Suffocation Accidents,45-54 years,Suppressed,893633
Massachusetts,Suffocation Accidents,5-14 years,Suppressed,751035
Massachusetts,Suffocation Accidents,55-64 years,22,943190
Massachusetts,Suffocation Accidents,65-74 years,37,673305
Massachusetts,Suffocation Accidents,75-84 years,40,336504
Massachusetts,Suffocation Accidents,85+ years,73,159523
Massachusetts,Suffocation Accidents,< 1 year,Suppressed,70791
Massachusetts,Suffocation Accidents,All Ages,183,6892503
Massachusetts,Suffocation Accidents,Not Stated,Suppressed,Not Applicable
Massachusetts,Suicides,1-4 years,Suppressed,286571
Massachusetts,Suicides,15-24 years,66,935124
Massachusetts,Suicides,25-34 years,103,994454
Massachusetts,Suicides,35-44 years,98,848373
Massachusetts,Suicides,45-54 years,122,893633
Massachusetts,Suicides,5-14 years,Suppressed,751035
Massachusetts,Suicides,55-64 years,157,943190
Massachusetts,Suicides,65-74 years,61,673305
Massachusetts,Suicides,75-84 years,27,336504
Massachusetts,Suicides,85+ years,10,159523
Massachusetts,Suicides,< 1 year,Suppressed,70791
Massachusetts,Suicides,All Ages,647,6892503
Massachusetts,Suicides,Not Stated,Suppressed,Not Applicable
Massachusetts,all accidents,1-4 years,Suppressed,286571
Massachusetts,all accidents,15-24 years,185,935124
Massachusetts,all accidents,25-34 years,685,994454
Massachusetts,all accidents,35-44 years,609,848373
Massachusetts,all accidents,45-54 years,590,893633
Massachusetts,all accidents,5-14 years,16,751035
Massachusetts,all accidents,55-64 years,540,943190
Massachusetts,all accidents,65-74 years,336,673305
Massachusetts,all accidents,75-84 years,379,336504
Massachusetts,all accidents,85+ years,707,159523
Massachusetts,all accidents,< 1 year,Suppressed,70791
Massachusetts,all accidents,Not Stated,Suppressed,Not Applicable
Massachusetts,all deaths,1-4 years,40,286571
Massachusetts,all deaths,15-24 years,390,935124
Massachusetts,all deaths,25-34 years,1168,994454
Massachusetts,all deaths,35-44 years,1471,848373
Massachusetts,all deaths,45-54 years,2876,893633
Massachusetts,all deaths,5-14 years,66,751035
